titulo,empresa,ubicacion,fecha_publicacion,tipo_contrato,jornada,salario,salario_min,salario_max,salario_promedio,descripcion,categoria,tecnologias,url,id,fuente,fecha_extraccion
Scrum Master,KernelLabs,Zaragoza,2025-05-04,Freelance,Parcial,43000 - 85000 €,43000.0,85000.0,64000.0,"Estamos buscando un profesional con experiencia en Kubernetes, Python, Docker, GCP, Spring, Git, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Kubernetes, Python, Docker, GCP, Spring, Git, Node.js",https://www.ejemplo.com/job/1102,job-1102,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,DevFusion,Híbrido (Barcelona),2025-05-17,Indefinido,Completa,42000 - 71000 €,42000.0,71000.0,56500.0,"Estamos buscando un profesional con experiencia en TypeScript, GitHub Actions, Spring, Java, Flask, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"TypeScript, GitHub Actions, Spring, Java, Flask, Django",https://www.ejemplo.com/job/1103,job-1103,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,CloudNative,Remoto,2025-05-13,Indefinido,Parcial,73000 - 91000 €,73000.0,91000.0,82000.0,"Estamos buscando un profesional con experiencia en MongoDB, GCP, Spring, PostgreSQL, REST API, AWS. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"MongoDB, GCP, Spring, PostgreSQL, REST API, AWS",https://www.ejemplo.com/job/1104,job-1104,Adzuna (Simulado),2025-05-18 13:11:27.076933
Machine Learning Engineer,JavaPros,Barcelona,2025-04-29,Temporal,Completa,31000 - 51000 €,31000.0,51000.0,41000.0,"Estamos buscando un profesional con experiencia en Vue.js, Django, PostgreSQL, GCP, Flask. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Vue.js, Django, PostgreSQL, GCP, Flask",https://www.ejemplo.com/job/1105,job-1105,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,ElectronMinds,Zaragoza,2025-05-17,Parcial,Parcial,50000 - 95000 €,50000.0,95000.0,72500.0,"Estamos buscando un profesional con experiencia en Node.js, AWS, SQL, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Node.js, AWS, SQL, GitHub Actions",https://www.ejemplo.com/job/1106,job-1106,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,DevFusion,Híbrido (Madrid),2025-05-04,Completa,Parcial,65000 - 96000 €,65000.0,96000.0,80500.0,"Estamos buscando un profesional con experiencia en React, Django, Linux, Java, Azure, MySQL, REST API. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"React, Django, Linux, Java, Azure, MySQL, REST API",https://www.ejemplo.com/job/1107,job-1107,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,HyperData,Híbrido (Barcelona),2025-05-01,Temporal,Parcial,55000 - 60000 €,55000.0,60000.0,57500.0,"Estamos buscando un profesional con experiencia en Java, SQL, JavaScript, Agile, React, TypeScript, Angular. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Java, SQL, JavaScript, Agile, React, TypeScript, Angular",https://www.ejemplo.com/job/1108,job-1108,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,CloudNative,Zaragoza,2025-04-26,Temporal,Completa,33000 - 46000 €,33000.0,46000.0,39500.0,"Estamos buscando un profesional con experiencia en Kubernetes, Vue.js, Django, Spring, Angular, Java. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Kubernetes, Vue.js, Django, Spring, Angular, Java",https://www.ejemplo.com/job/1109,job-1109,Adzuna (Simulado),2025-05-18 13:11:27.076933
Ingeniero de Software Java,GlobalTech,Híbrido (Barcelona),2025-05-11,Freelance,Parcial,56000 - 104000 €,56000.0,104000.0,80000.0,"Estamos buscando un profesional con experiencia en MySQL, Java, Jira, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"MySQL, Java, Jira, Linux",https://www.ejemplo.com/job/1110,job-1110,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,DevFusion,Sevilla,2025-04-22,Prácticas,Completa,59000 - 101000 €,59000.0,101000.0,80000.0,"Estamos buscando un profesional con experiencia en Flask, Java, Docker, Jira, Kubernetes, GitLab. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Flask, Java, Docker, Jira, Kubernetes, GitLab",https://www.ejemplo.com/job/1111,job-1111,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Engineer,FutureCode,Alicante,2025-05-17,Indefinido,Completa,60000 - 63000 €,60000.0,63000.0,61500.0,"Estamos buscando un profesional con experiencia en Node.js, Python, Angular, Express, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Node.js, Python, Angular, Express, MongoDB",https://www.ejemplo.com/job/1112,job-1112,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,LogicWorks,Sevilla,2025-05-01,Parcial,Completa,34000 - 62000 €,34000.0,62000.0,48000.0,"Estamos buscando un profesional con experiencia en Linux, MongoDB, AWS, GCP, JavaScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Linux, MongoDB, AWS, GCP, JavaScript",https://www.ejemplo.com/job/1113,job-1113,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,GlobalTech,Híbrido (Barcelona),2025-04-25,Indefinido,Completa,69000 - 80000 €,69000.0,80000.0,74500.0,"Estamos buscando un profesional con experiencia en TypeScript, AWS, Docker, Vue.js, Node.js, REST API, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"TypeScript, AWS, Docker, Vue.js, Node.js, REST API, MongoDB",https://www.ejemplo.com/job/1114,job-1114,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,DevFusion,Madrid,2025-04-23,Temporal,Parcial,61000 - 68000 €,61000.0,68000.0,64500.0,"Estamos buscando un profesional con experiencia en MySQL, REST API, Spring, GCP, Jira. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"MySQL, REST API, Spring, GCP, Jira",https://www.ejemplo.com/job/1115,job-1115,Adzuna (Simulado),2025-05-18 13:11:27.076933
Backend Developer Node.js,FutureCode,Valencia,2025-05-03,Completa,Completa,36000 - 69000 €,36000.0,69000.0,52500.0,"Estamos buscando un profesional con experiencia en PostgreSQL, MySQL, REST API, Linux, Java, Node.js, Django. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"PostgreSQL, MySQL, REST API, Linux, Java, Node.js, Django",https://www.ejemplo.com/job/1116,job-1116,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,TechCorp,Híbrido (Barcelona),2025-05-13,Parcial,Completa,61000 - 77000 €,61000.0,77000.0,69000.0,"Estamos buscando un profesional con experiencia en MySQL, PostgreSQL, Jira. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"MySQL, PostgreSQL, Jira",https://www.ejemplo.com/job/1117,job-1117,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,CodeFusion,Valencia,2025-05-02,Indefinido,Completa,55000 - 76000 €,55000.0,76000.0,65500.0,"Estamos buscando un profesional con experiencia en Docker, Spring, GitLab, Angular, REST API, Flask. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Docker, Spring, GitLab, Angular, REST API, Flask",https://www.ejemplo.com/job/1118,job-1118,Adzuna (Simulado),2025-05-18 13:11:27.076933
QA Engineer,ByteLogic,Híbrido (Madrid),2025-04-28,Freelance,Completa,75000 - 111000 €,75000.0,111000.0,93000.0,"Estamos buscando un profesional con experiencia en Express, Spring, TypeScript. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Express, Spring, TypeScript",https://www.ejemplo.com/job/1119,job-1119,Adzuna (Simulado),2025-05-18 13:11:27.076933
Scrum Master,KernelLabs,Sevilla,2025-05-12,Parcial,Parcial,29000 - 74000 €,29000.0,74000.0,51500.0,"Estamos buscando un profesional con experiencia en PostgreSQL, Express, Spring, Python, REST API, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"PostgreSQL, Express, Spring, Python, REST API, Node.js",https://www.ejemplo.com/job/1120,job-1120,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,CloudNative,Valencia,2025-04-29,Indefinido,Parcial,56000 - 76000 €,56000.0,76000.0,66000.0,"Estamos buscando un profesional con experiencia en Kubernetes, Node.js, MySQL, Jira, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Kubernetes, Node.js, MySQL, Jira, CI/CD",https://www.ejemplo.com/job/1121,job-1121,Adzuna (Simulado),2025-05-18 13:11:27.076933
Machine Learning Engineer,ByteLogic,Valencia,2025-05-17,Completa,Parcial,39000 - 52000 €,39000.0,52000.0,45500.0,"Estamos buscando un profesional con experiencia en Django, GCP, Jira, MySQL, JavaScript, Vue.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Django, GCP, Jira, MySQL, JavaScript, Vue.js",https://www.ejemplo.com/job/1122,job-1122,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Scientist,LogicWorks,Barcelona,2025-05-12,Temporal,Parcial,40000 - 87000 €,40000.0,87000.0,63500.0,"Estamos buscando un profesional con experiencia en Docker, Scrum, Jira. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Docker, Scrum, Jira",https://www.ejemplo.com/job/1123,job-1123,Adzuna (Simulado),2025-05-18 13:11:27.076933
Frontend Developer React,InnovateTech,Bilbao,2025-05-10,Freelance,Parcial,65000 - 82000 €,65000.0,82000.0,73500.0,"Estamos buscando un profesional con experiencia en Azure, Linux, Express, Spring. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Azure, Linux, Express, Spring",https://www.ejemplo.com/job/1124,job-1124,Adzuna (Simulado),2025-05-18 13:11:27.076933
Backend Developer Node.js,DevFusion,Madrid,2025-05-08,Completa,Parcial,45000 - 90000 €,45000.0,90000.0,67500.0,"Estamos buscando un profesional con experiencia en Django, Python, GitLab. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Django, Python, GitLab",https://www.ejemplo.com/job/1125,job-1125,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,IntelliSoft,Zaragoza,2025-05-17,Completa,Parcial,29000 - 43000 €,29000.0,43000.0,36000.0,"Estamos buscando un profesional con experiencia en Scrum, Vue.js, React, AWS, JavaScript, Agile, Linux. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Scrum, Vue.js, React, AWS, JavaScript, Agile, Linux",https://www.ejemplo.com/job/1126,job-1126,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cloud Architect,CodeFusion,Remoto,2025-05-06,Completa,Completa,61000 - 73000 €,61000.0,73000.0,67000.0,"Estamos buscando un profesional con experiencia en Node.js, Spring, Azure, GCP, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Node.js, Spring, Azure, GCP, CI/CD",https://www.ejemplo.com/job/1127,job-1127,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,CloudNative,Bilbao,2025-04-23,Completa,Parcial,39000 - 76000 €,39000.0,76000.0,57500.0,"Estamos buscando un profesional con experiencia en JavaScript, Linux, REST API, CI/CD, SQL, Django, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"JavaScript, Linux, REST API, CI/CD, SQL, Django, GitHub Actions",https://www.ejemplo.com/job/1128,job-1128,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,FutureCode,Málaga,2025-05-14,Temporal,Parcial,47000 - 81000 €,47000.0,81000.0,64000.0,"Estamos buscando un profesional con experiencia en Azure, Express, Node.js, Spring, Angular, Vue.js, REST API. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Azure, Express, Node.js, Spring, Angular, Vue.js, REST API",https://www.ejemplo.com/job/1129,job-1129,Adzuna (Simulado),2025-05-18 13:11:27.076933
Site Reliability Engineer,KernelLabs,Zaragoza,2025-04-30,Parcial,Completa,53000 - 91000 €,53000.0,91000.0,72000.0,"Estamos buscando un profesional con experiencia en Django, React, GCP, Kubernetes, Azure, Python, CI/CD. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Django, React, GCP, Kubernetes, Azure, Python, CI/CD",https://www.ejemplo.com/job/1130,job-1130,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,FutureCode,Málaga,2025-04-29,Temporal,Parcial,48000 - 83000 €,48000.0,83000.0,65500.0,"Estamos buscando un profesional con experiencia en Azure, Spring, Linux, GCP, Python. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"Azure, Spring, Linux, GCP, Python",https://www.ejemplo.com/job/1131,job-1131,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,CloudNative,Remoto,2025-05-11,Prácticas,Parcial,29000 - 45000 €,29000.0,45000.0,37000.0,"Estamos buscando un profesional con experiencia en Git, MongoDB, Kubernetes, React, Angular. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",DevOps,"Git, MongoDB, Kubernetes, React, Angular",https://www.ejemplo.com/job/1132,job-1132,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,IntelliSoft,Remoto,2025-04-19,Temporal,Parcial,36000 - 55000 €,36000.0,55000.0,45500.0,"Estamos buscando un profesional con experiencia en Agile, JavaScript, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Agile, JavaScript, GitHub Actions",https://www.ejemplo.com/job/1133,job-1133,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,ElectronMinds,Barcelona,2025-05-01,Completa,Parcial,36000 - 56000 €,36000.0,56000.0,46000.0,"Estamos buscando un profesional con experiencia en REST API, Vue.js, Java, MongoDB, Node.js, GitLab. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"REST API, Vue.js, Java, MongoDB, Node.js, GitLab",https://www.ejemplo.com/job/1134,job-1134,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,DevFusion,Valencia,2025-05-13,Temporal,Parcial,52000 - 56000 €,52000.0,56000.0,54000.0,"Estamos buscando un profesional con experiencia en Java, AWS, Angular, Node.js, Docker, PostgreSQL, GCP. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Java, AWS, Angular, Node.js, Docker, PostgreSQL, GCP",https://www.ejemplo.com/job/1135,job-1135,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,DataMinds,Zaragoza,2025-05-17,Parcial,Parcial,37000 - 41000 €,37000.0,41000.0,39000.0,"Estamos buscando un profesional con experiencia en Flask, Java, Python, Git, JavaScript, Jira, GitHub Actions. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Flask, Java, Python, Git, JavaScript, Jira, GitHub Actions",https://www.ejemplo.com/job/1136,job-1136,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,TechCorp,Málaga,2025-05-15,Prácticas,Parcial,35000 - 45000 €,35000.0,45000.0,40000.0,"Estamos buscando un profesional con experiencia en GitHub Actions, Java, Agile, TypeScript, Linux, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"GitHub Actions, Java, Agile, TypeScript, Linux, Node.js",https://www.ejemplo.com/job/1137,job-1137,Adzuna (Simulado),2025-05-18 13:11:27.076933
Software Architect,IntelliSoft,Alicante,2025-04-26,Prácticas,Parcial,63000 - 97000 €,63000.0,97000.0,80000.0,"Estamos buscando un profesional con experiencia en MySQL, Kubernetes, JavaScript, GitLab, TypeScript, Java, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Data Science,"MySQL, Kubernetes, JavaScript, GitLab, TypeScript, Java, MongoDB",https://www.ejemplo.com/job/1138,job-1138,Adzuna (Simulado),2025-05-18 13:11:27.076933
Desarrollador Python Senior,ByteLogic,Madrid,2025-05-17,Indefinido,Parcial,59000 - 88000 €,59000.0,88000.0,73500.0,"Estamos buscando un profesional con experiencia en Flask, Azure, AWS, PostgreSQL, React, Scrum, GCP. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Flask, Azure, AWS, PostgreSQL, React, Scrum, GCP",https://www.ejemplo.com/job/1139,job-1139,Adzuna (Simulado),2025-05-18 13:11:27.076933
Backend Developer Node.js,IntelliSoft,Sevilla,2025-05-02,Freelance,Parcial,63000 - 66000 €,63000.0,66000.0,64500.0,"Estamos buscando un profesional con experiencia en MySQL, Azure, Vue.js, Git. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"MySQL, Azure, Vue.js, Git",https://www.ejemplo.com/job/1140,job-1140,Adzuna (Simulado),2025-05-18 13:11:27.076933
Product Manager,DataMinds,Alicante,2025-05-07,Prácticas,Completa,61000 - 107000 €,61000.0,107000.0,84000.0,"Estamos buscando un profesional con experiencia en Kubernetes, Node.js, Angular, Spring, GCP, Flask. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Kubernetes, Node.js, Angular, Spring, GCP, Flask",https://www.ejemplo.com/job/1141,job-1141,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Engineer,IntelliSoft,Híbrido (Barcelona),2025-05-18,Prácticas,Completa,48000 - 70000 €,48000.0,70000.0,59000.0,"Estamos buscando un profesional con experiencia en Flask, AWS, Python. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Flask, AWS, Python",https://www.ejemplo.com/job/1142,job-1142,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,IntelliSoft,Sevilla,2025-04-25,Freelance,Parcial,37000 - 71000 €,37000.0,71000.0,54000.0,"Estamos buscando un profesional con experiencia en Vue.js, JavaScript, PostgreSQL, Flask, Node.js, MongoDB. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Vue.js, JavaScript, PostgreSQL, Flask, Node.js, MongoDB",https://www.ejemplo.com/job/1143,job-1143,Adzuna (Simulado),2025-05-18 13:11:27.076933
Cybersecurity Analyst,KernelLabs,Remoto,2025-05-12,Parcial,Parcial,48000 - 84000 €,48000.0,84000.0,66000.0,"Estamos buscando un profesional con experiencia en JavaScript, Azure, Docker, Git. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"JavaScript, Azure, Docker, Git",https://www.ejemplo.com/job/1144,job-1144,Adzuna (Simulado),2025-05-18 13:11:27.076933
Mobile Developer,JavaPros,Híbrido (Barcelona),2025-04-22,Temporal,Parcial,39000 - 87000 €,39000.0,87000.0,63000.0,"Estamos buscando un profesional con experiencia en AWS, GCP, SQL, REST API. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"AWS, GCP, SQL, REST API",https://www.ejemplo.com/job/1145,job-1145,Adzuna (Simulado),2025-05-18 13:11:27.076933
Full Stack Developer,JavaPros,Zaragoza,2025-05-01,Prácticas,Completa,53000 - 93000 €,53000.0,93000.0,73000.0,"Estamos buscando un profesional con experiencia en Azure, Angular, Jira, Scrum. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Azure, Angular, Jira, Scrum",https://www.ejemplo.com/job/1146,job-1146,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,JavaPros,Remoto,2025-05-05,Freelance,Parcial,25000 - 63000 €,25000.0,63000.0,44000.0,"Estamos buscando un profesional con experiencia en Vue.js, PostgreSQL, AWS, Angular, Docker, Node.js. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Vue.js, PostgreSQL, AWS, Angular, Docker, Node.js",https://www.ejemplo.com/job/1147,job-1147,Adzuna (Simulado),2025-05-18 13:11:27.076933
CTO,DevFusion,Híbrido (Madrid),2025-04-21,Freelance,Completa,36000 - 76000 €,36000.0,76000.0,56000.0,"Estamos buscando un profesional con experiencia en Node.js, Java, Python. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Node.js, Java, Python",https://www.ejemplo.com/job/1148,job-1148,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,HyperData,Valencia,2025-05-15,Freelance,Completa,63000 - 73000 €,63000.0,73000.0,68000.0,"Estamos buscando un profesional con experiencia en Flask, Azure, React, Kubernetes. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",UX/UI,"Flask, Azure, React, Kubernetes",https://www.ejemplo.com/job/1149,job-1149,Adzuna (Simulado),2025-05-18 13:11:27.076933
Data Engineer,KernelLabs,Alicante,2025-05-11,Prácticas,Parcial,26000 - 36000 €,26000.0,36000.0,31000.0,"Estamos buscando un profesional con experiencia en Python, Node.js, Azure, MySQL, GCP. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",IT Jobs,"Python, Node.js, Azure, MySQL, GCP",https://www.ejemplo.com/job/1150,job-1150,Adzuna (Simulado),2025-05-18 13:11:27.076933
Technical Lead,KernelLabs,Híbrido (Barcelona),2025-04-29,Completa,Parcial,58000 - 63000 €,58000.0,63000.0,60500.0,"Estamos buscando un profesional con experiencia en Node.js, MongoDB, Kubernetes, Agile, REST API. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Desarrollo de Software,"Node.js, MongoDB, Kubernetes, Agile, REST API",https://www.ejemplo.com/job/1151,job-1151,Adzuna (Simulado),2025-05-18 13:11:27.076933
DevOps Engineer,LogicWorks,Zaragoza,2025-04-20,Freelance,Completa,50000 - 80000 €,50000.0,80000.0,65000.0,"Estamos buscando un profesional con experiencia en Docker, CI/CD, Azure, Spring, PostgreSQL, Flask. La persona seleccionada se incorporará a un equipo dinámico para desarrollar soluciones tecnológicas innovadoras. Se requiere experiencia de 2+ años, capacidad de trabajo en equipo y metodologías ágiles.",Tecnología,"Docker, CI/CD, Azure, Spring, PostgreSQL, Flask",https://www.ejemplo.com/job/1152,job-1152,Adzuna (Simulado),2025-05-18 13:11:27.076933
